Nom du skin,2025-06-05,Steam - 2025-06-05,SkinBaron - 2025-06-05,Steam - 2025-06-06,SkinBaron - 2025-06-06,Steam - 2025-06-07,SkinBaron - 2025-06-07
Sticker | jdm64 | Cologne 2015,7.43,7.43,9.53,7.48,9.53,7.41,12.86
Sticker | jdm64 | Cologne 2016,3.26,3.26,3.21,3.5,3.21,3.5,4.93
Sticker | jdm64 | MLG Columbus 2016,5.65,5.65,5.42,5.68,5.42,5.65,6.82
Sticker | jeorge (Foil) | Austin 2025,,,,,,,
Sticker | jeorge | Austin 2025,,,,,,,
Sticker | jkaem (Foil) | Berlin 2019,0.46,0.46,0.4,0.46,0.4,0.46,0.38
Sticker | jkaem (Foil) | Cluj-Napoca 2015,19.41,19.41,15.0,19.43,15.0,19.36,35.0
Sticker | jkaem (Foil) | Cologne 2016,29.67,29.67,27.19,29.83,27.19,29.59,27.29
Sticker | jkaem (Foil) | Katowice 2019,5.49,5.49,3.0,5.49,3.0,5.49,3.0
Sticker | jkaem (Foil) | London 2018,4.19,4.19,3.2,4.19,3.2,4.19,4.31
Sticker | jkaem (Foil) | MLG Columbus 2016,15.72,15.72,11.37,15.82,11.37,15.69,15.32
Sticker | jkaem (Glitter) | Copenhagen 2024,0.12,0.12,0.07,0.12,0.07,0.12,0.09
Sticker | jkaem (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jkaem (Gold) | Berlin 2019,10.13,10.13,7.34,10.15,7.34,10.08,7.15
Sticker | jkaem (Gold) | Copenhagen 2024,2.65,2.65,1.98,2.64,1.98,2.45,2.58
Sticker | jkaem (Gold) | Katowice 2019,51.19,51.19,33.19,51.19,33.19,51.19,38.81
Sticker | jkaem (Gold) | Paris 2023,1.24,1.24,0.67,1.23,0.67,1.23,0.95
Sticker | jkaem (Holo) | Copenhagen 2024,0.53,0.53,0.38,0.51,0.38,0.51,0.45
Sticker | jkaem (Holo) | Paris 2023,0.21,0.21,0.11,0.21,0.11,0.21,0.23
Sticker | jkaem | Berlin 2019,0.13,0.13,0.06,0.13,0.06,0.13,0.06
Sticker | jkaem | Cluj-Napoca 2015,5.4,5.4,5.03,5.4,5.03,5.4,5.05
Sticker | jkaem | Cologne 2016,5.88,5.88,5.27,5.92,5.27,5.87,16.85
Sticker | jkaem | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | jkaem | Katowice 2019,0.61,0.61,0.38,0.61,0.38,0.62,0.5
Sticker | jkaem | London 2018,0.83,0.83,0.43,0.84,0.43,0.85,0.86
Sticker | jkaem | MLG Columbus 2016,3.15,3.15,2.69,3.14,2.69,3.15,3.4
Sticker | jkaem | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jks (Foil) | Berlin 2019,2.45,2.45,1.92,2.45,1.92,2.45,1.86
Sticker | jks (Foil) | Boston 2018,58.55,58.55,39.68,58.97,39.68,58.33,42.42
Sticker | jks (Foil) | Cologne 2015,41.53,41.53,37.99,41.77,37.99,41.44,37.99
Sticker | jks (Foil) | Katowice 2019,18.81,18.81,15.3,18.94,15.3,18.94,15.44
Sticker | jks (Foil) | London 2018,13.4,13.4,10.23,13.41,10.23,13.41,10.5
Sticker | jks (Glitter) | Paris 2023,0.07,0.07,0.05,0.07,0.05,0.07,0.05
Sticker | jks (Glitter) | Shanghai 2024,0.93,0.93,0.74,1.05,0.74,0.98,0.78
Sticker | jks (Gold) | Berlin 2019,27.52,27.52,20.72,27.53,20.72,27.54,23.51
Sticker | jks (Gold) | Boston 2018,1380.0,1380.0,1090.91,1380.0,1090.91,1380.0,1207.56
Sticker | jks (Gold) | Katowice 2019,328.34,328.34,169.77,327.1,169.77,327.92,173.1
Sticker | jks (Gold) | Paris 2023,10.37,10.37,8.6,10.37,8.6,10.25,8.71
Sticker | jks (Gold) | Shanghai 2024,25.0,25.0,23.52,26.81,23.52,29.56,23.91
Sticker | jks (Holo) | Paris 2023,1.38,1.38,1.0,1.39,1.0,1.38,1.0
Sticker | jks (Holo) | Shanghai 2024,4.2,4.2,3.27,4.17,3.27,4.17,3.55
Sticker | jks | Berlin 2019,0.43,0.43,0.33,0.42,0.33,0.37,0.35
Sticker | jks | Boston 2018,11.55,11.55,9.31,11.52,9.31,11.54,9.39
Sticker | jks | Cologne 2015,17.1,17.1,16.3,17.21,16.3,17.06,16.32
Sticker | jks | Katowice 2019,3.6,3.6,2.52,3.61,2.52,3.6,2.51
Sticker | jks | London 2018,2.24,2.24,1.77,2.24,1.77,2.24,1.93
Sticker | jks | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | jks | Shanghai 2024,0.12,0.12,0.09,0.12,0.09,0.11,0.08
Sticker | jmqa (Foil) | Boston 2018,22.68,22.68,12.22,22.83,12.22,22.63,33.65
Sticker | jmqa (Foil) | London 2018,5.52,5.52,3.95,5.55,3.95,5.55,7.36
Sticker | jmqa (Gold) | London 2018,138.0,138.0,114.48,138.0,114.48,138.0,117.99
Sticker | jmqa | Boston 2018,4.85,4.85,2.73,4.85,2.73,4.17,4.07
Sticker | jmqa | London 2018,1.07,1.07,0.76,1.04,0.76,1.03,0.88
Sticker | jottAAA (Foil) | Austin 2025,,,,,,,
Sticker | jottAAA (Holo) | Austin 2025,,,,,,,
Sticker | jottAAA | Austin 2025,,,,,,,
Sticker | juanflatroo (Glitter) | Antwerp 2022,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | juanflatroo (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.03
Sticker | juanflatroo (Glitter) | Rio 2022,0.11,0.11,0.09,0.11,0.09,0.11,0.17
Sticker | juanflatroo (Gold) | Antwerp 2022,3.15,3.15,1.89,3.15,1.89,3.15,10.63
Sticker | juanflatroo (Gold) | Paris 2023,2.08,2.08,1.16,2.08,1.16,2.08,1.36
Sticker | juanflatroo (Gold) | Rio 2022,6.12,6.12,3.91,6.14,3.91,7.63,5.33
Sticker | juanflatroo (Holo) | Antwerp 2022,0.35,0.35,0.19,0.36,0.19,0.36,0.35
Sticker | juanflatroo (Holo) | Paris 2023,0.74,0.74,0.41,0.64,0.41,0.55,0.51
Sticker | juanflatroo (Holo) | Rio 2022,0.77,0.77,0.59,0.77,0.59,0.77,1.1
Sticker | juanflatroo | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | juanflatroo | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | juanflatroo | Rio 2022,0.07,0.07,0.04,0.07,0.04,0.07,0.08
Sticker | junior (Glitter) | Antwerp 2022,0.06,0.06,0.04,0.06,0.04,0.06,0.04
Sticker | junior (Gold) | Antwerp 2022,5.56,5.56,2.55,5.56,2.55,5.55,2.38
Sticker | junior (Holo) | Antwerp 2022,1.68,1.68,1.08,1.68,1.08,1.68,1.07
Sticker | junior | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | k0nfig (Foil) | Atlanta 2017,239.0,239.0,379.09,239.0,379.09,239.0,386.52
Sticker | k0nfig (Foil) | Boston 2018,10.21,10.21,10.91,9.79,10.91,9.79,17.05
Sticker | k0nfig (Foil) | Cologne 2016,45.19,45.19,29.05,45.19,29.05,45.19,33.28
Sticker | k0nfig (Foil) | Krakow 2017,37.23,37.23,26.86,37.38,26.86,37.2,26.47
Sticker | k0nfig (Foil) | London 2018,9.75,9.75,5.29,9.81,5.29,9.73,17.5
Sticker | k0nfig (Glitter) | Antwerp 2022,0.05,0.05,0.02,0.04,0.02,0.05,0.03
Sticker | k0nfig (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | k0nfig (Gold) | Antwerp 2022,2.03,2.03,1.29,2.04,1.29,2.03,2.01
Sticker | k0nfig (Gold) | Boston 2018,208.52,208.52,136.23,208.57,136.23,208.64,138.9
Sticker | k0nfig (Gold) | Krakow 2017,452.13,452.13,398.38,455.43,398.38,450.47,406.2
Sticker | k0nfig (Gold) | London 2018,131.06,131.06,80.16,131.93,80.16,130.76,81.73
Sticker | k0nfig (Gold) | Paris 2023,1.15,1.15,0.61,1.18,0.61,1.18,1.04
Sticker | k0nfig (Holo) | Antwerp 2022,0.42,0.42,0.3,0.42,0.3,0.4,0.38
Sticker | k0nfig (Holo) | Paris 2023,0.25,0.25,0.21,0.25,0.21,0.25,0.21
Sticker | k0nfig | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | k0nfig | Atlanta 2017,11.8,11.8,6.75,11.76,6.75,11.75,7.97
Sticker | k0nfig | Boston 2018,1.73,1.73,1.43,1.73,1.43,1.7,1.53
Sticker | k0nfig | Cologne 2016,16.72,16.72,35.37,16.67,35.37,16.71,35.49
Sticker | k0nfig | Krakow 2017,2.9,2.9,1.9,2.9,1.9,3.11,1.92
Sticker | k0nfig | London 2018,0.72,0.72,0.42,0.72,0.42,0.73,2.0
Sticker | k0nfig | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | k1to (Glitter) | Rio 2022,0.1,0.1,0.05,0.09,0.05,0.1,0.1
Sticker | k1to (Gold) | Rio 2022,11.81,11.81,8.05,11.81,8.05,11.82,8.19
Sticker | k1to (Holo) | Rio 2022,0.7,0.7,0.49,0.7,0.49,0.7,0.53
Sticker | k1to | Rio 2022,0.04,0.04,0.01,0.04,0.01,0.04,0.03
Sticker | kNgV- (Foil) | Berlin 2019,8.88,8.88,5.93,8.85,5.93,8.91,6.9
Sticker | kNgV- (Foil) | Boston 2018,45.51,45.51,43.81,45.51,43.81,45.51,45.51
Sticker | kNgV- (Foil) | Krakow 2017,58.53,58.53,17.49,58.95,17.49,58.31,15.46
Sticker | kNgV- (Gold) | Berlin 2019,79.78,79.78,64.07,91.9,64.07,91.32,66.99
Sticker | kNgV- (Gold) | Boston 2018,,,,,,,2019.34
Sticker | kNgV- (Gold) | Krakow 2017,555.0,555.0,260.29,555.0,260.29,554.89,260.29
Sticker | kNgV- | Berlin 2019,5.95,5.95,4.36,5.9,4.36,5.9,4.46
Sticker | kNgV- | Boston 2018,22.5,22.5,12.74,16.5,12.74,16.5,12.85
Sticker | kNgV- | Krakow 2017,2.84,2.84,2.09,2.85,2.09,3.15,2.09
Sticker | kRYSTAL (Foil) | Boston 2018,11.41,11.41,9.55,11.36,9.55,11.39,11.89
Sticker | kRYSTAL (Foil) | Krakow 2017,27.79,27.79,20.18,27.8,20.18,27.83,21.33
Sticker | kRYSTAL (Gold) | Boston 2018,,,314.42,,314.42,,314.42
Sticker | kRYSTAL (Gold) | Krakow 2017,1128.38,1128.38,545.45,1135.79,545.45,1125.7,779.31
Sticker | kRYSTAL | Boston 2018,2.24,2.24,1.34,2.25,1.34,2.25,2.06
Sticker | kRYSTAL | Krakow 2017,1.86,1.86,1.39,1.86,1.39,1.76,1.48
Sticker | kRaSnaL (Glitter) | Paris 2023,0.05,0.05,0.02,0.05,0.02,0.04,0.03
Sticker | kRaSnaL (Gold) | Paris 2023,0.97,0.97,0.75,1.09,0.75,0.97,1.0
Sticker | kRaSnaL (Holo) | Paris 2023,0.5,0.5,0.32,0.5,0.32,0.54,0.72
Sticker | kRaSnaL | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kabal (Glitter) | Antwerp 2022,0.07,0.07,0.03,0.05,0.03,0.05,0.03
Sticker | kabal (Glitter) | Rio 2022,0.12,0.12,0.19,0.14,0.19,0.14,0.23
Sticker | kabal (Gold) | Antwerp 2022,6.64,6.64,4.36,6.71,4.36,6.62,10.84
Sticker | kabal (Gold) | Rio 2022,15.99,15.99,11.59,15.99,11.59,15.99,11.82
Sticker | kabal (Holo) | Antwerp 2022,0.42,0.42,0.45,0.42,0.45,0.41,0.62
Sticker | kabal (Holo) | Rio 2022,1.51,1.51,1.96,1.64,1.96,1.64,4.42
Sticker | kabal | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.02
Sticker | kabal | Rio 2022,0.06,0.06,0.02,0.05,0.02,0.06,0.05
Sticker | karrigan (Champion) | Antwerp 2022,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | karrigan (Foil) | Atlanta 2017,85.67,85.67,76.36,86.29,76.36,85.35,88.49
Sticker | karrigan (Foil) | Austin 2025,,,,,,,
Sticker | karrigan (Foil) | Berlin 2019,3.0,3.0,1.9,3.01,1.9,3.08,1.9
Sticker | karrigan (Foil) | Boston 2018,19.73,19.73,17.1,19.84,17.1,19.69,14.99
Sticker | karrigan (Foil) | Cluj-Napoca 2015,20.97,20.97,20.04,21.1,20.04,20.93,19.13
Sticker | karrigan (Foil) | Cologne 2015,20.52,20.52,20.52,23.27,20.52,23.0,20.59
Sticker | karrigan (Foil) | Cologne 2016,78.54,78.54,40.23,79.05,40.23,79.05,45.08
Sticker | karrigan (Foil) | Krakow 2017,56.53,56.53,28.88,56.63,28.88,55.37,28.88
Sticker | karrigan (Foil) | London 2018,11.06,11.06,7.91,11.09,7.91,11.09,7.88
Sticker | karrigan (Foil) | MLG Columbus 2016,36.0,36.0,26.52,36.0,26.52,36.0,27.04
Sticker | karrigan (Glitter) | Antwerp 2022,0.18,0.18,0.07,0.15,0.07,0.24,0.07
Sticker | karrigan (Glitter) | Copenhagen 2024,0.17,0.17,0.1,0.16,0.1,0.17,0.1
Sticker | karrigan (Glitter) | Paris 2023,0.04,0.04,0.01,0.04,0.01,0.04,0.03
Sticker | karrigan (Glitter) | Rio 2022,0.16,0.16,0.06,0.17,0.06,0.16,0.23
Sticker | karrigan (Glitter) | Shanghai 2024,0.06,0.06,0.02,0.06,0.02,0.06,0.02
"Sticker | karrigan (Glitter, Champion) | Antwerp 2022",0.07,0.07,0.04,0.07,0.04,0.08,0.07
Sticker | karrigan (Gold) | Antwerp 2022,49.88,49.88,28.36,49.88,28.36,49.46,28.41
Sticker | karrigan (Gold) | Berlin 2019,45.88,45.88,28.43,45.89,28.43,45.9,35.07
Sticker | karrigan (Gold) | Boston 2018,,,500.0,,500.0,,614.72
Sticker | karrigan (Gold) | Copenhagen 2024,10.83,10.83,7.54,10.66,7.54,10.69,16.82
Sticker | karrigan (Gold) | Krakow 2017,600.0,600.0,518.18,600.0,518.18,600.0,528.34
Sticker | karrigan (Gold) | London 2018,249.98,249.98,204.55,249.98,204.55,249.98,322.26
Sticker | karrigan (Gold) | Paris 2023,8.99,8.99,5.97,9.0,5.97,8.99,6.69
Sticker | karrigan (Gold) | Rio 2022,13.68,13.68,10.62,14.42,10.62,14.45,11.56
Sticker | karrigan (Gold) | Shanghai 2024,10.39,10.39,7.91,10.32,7.91,10.24,7.98
"Sticker | karrigan (Gold, Champion) | Antwerp 2022",13.13,13.13,10.89,13.12,10.89,13.12,12.06
Sticker | karrigan (Holo) | Antwerp 2022,6.35,6.35,4.64,6.33,4.64,6.25,5.42
Sticker | karrigan (Holo) | Copenhagen 2024,1.27,1.27,1.09,1.28,1.09,1.26,1.25
Sticker | karrigan (Holo) | Paris 2023,1.32,1.32,0.93,1.32,0.93,1.31,1.44
Sticker | karrigan (Holo) | Rio 2022,1.89,1.89,1.32,1.89,1.32,1.89,1.41
Sticker | karrigan (Holo) | Shanghai 2024,0.77,0.77,0.51,0.8,0.51,0.8,0.55
"Sticker | karrigan (Holo, Champion) | Antwerp 2022",1.19,1.19,0.85,1.11,0.85,1.19,0.84
Sticker | karrigan | Antwerp 2022,0.04,0.04,0.01,0.04,0.01,0.04,0.01
Sticker | karrigan | Atlanta 2017,11.19,11.19,8.07,11.19,8.07,11.19,8.06
Sticker | karrigan | Austin 2025,,,,,,,
Sticker | karrigan | Berlin 2019,0.58,0.58,0.34,0.72,0.34,0.73,0.34
Sticker | karrigan | Boston 2018,4.43,4.43,3.35,4.43,3.35,4.31,4.11
Sticker | karrigan | Cluj-Napoca 2015,5.2,5.2,4.09,4.8,4.09,4.55,4.13
Sticker | karrigan | Cologne 2015,5.13,5.13,4.13,5.17,4.13,5.22,3.56
Sticker | karrigan | Cologne 2016,10.48,10.48,9.48,10.54,9.48,11.09,9.57
Sticker | karrigan | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | karrigan | Krakow 2017,6.0,6.0,4.65,6.0,4.65,6.26,4.64
Sticker | karrigan | London 2018,1.21,1.21,0.85,1.21,0.85,1.21,0.99
Sticker | karrigan | MLG Columbus 2016,4.88,4.88,4.25,4.9,4.25,4.88,4.32
Sticker | karrigan | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | karrigan | Rio 2022,0.05,0.05,0.03,0.06,0.03,0.07,0.05
Sticker | karrigan | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kauez (Glitter) | Copenhagen 2024,0.05,0.05,0.01,0.05,0.01,0.04,0.03
Sticker | kauez (Glitter) | Shanghai 2024,0.09,0.09,0.07,0.09,0.07,0.09,0.08
Sticker | kauez (Gold) | Copenhagen 2024,1.16,1.16,0.73,1.16,0.73,1.15,1.14
Sticker | kauez (Gold) | Shanghai 2024,3.65,3.65,2.73,3.65,2.73,3.65,4.24
Sticker | kauez (Holo) | Copenhagen 2024,0.31,0.31,0.2,0.31,0.2,0.32,0.23
Sticker | kauez (Holo) | Shanghai 2024,0.36,0.36,0.35,0.36,0.35,0.53,0.35
Sticker | kauez | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kauez | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.04,0.01
Sticker | keev (Foil) | Boston 2018,10.17,10.17,11.44,14.05,11.44,13.93,12.4
Sticker | keev (Foil) | Krakow 2017,62.5,62.5,53.38,62.27,53.38,62.42,67.13
Sticker | keev (Gold) | Boston 2018,1419.99,1419.99,476.83,1419.99,476.83,1419.99,478.51
Sticker | keev (Gold) | Krakow 2017,,,3136.36,,3136.36,,3197.86
Sticker | keev | Boston 2018,2.39,2.39,1.93,2.41,1.93,2.39,1.51
Sticker | keev | Krakow 2017,3.52,3.52,3.01,3.54,3.01,3.59,3.21
Sticker | kennyS (Foil) | Atlanta 2017,208.52,208.52,120.18,208.57,120.18,208.64,134.75
Sticker | kennyS (Foil) | Berlin 2019,7.99,7.99,4.9,8.05,4.9,7.97,6.44
Sticker | kennyS (Foil) | Boston 2018,44.13,44.13,30.12,44.04,30.12,44.07,37.02
Sticker | kennyS (Foil) | Cluj-Napoca 2015,110.0,110.0,87.97,110.33,87.97,117.68,88.76
Sticker | kennyS (Foil) | Cologne 2015,54.39,54.39,39.27,55.04,39.27,54.91,47.62
Sticker | kennyS (Foil) | Cologne 2016,360.06,360.06,231.68,360.06,231.68,361.29,236.22
Sticker | kennyS (Foil) | Katowice 2019,37.26,37.26,24.82,37.27,24.82,37.28,35.71
Sticker | kennyS (Foil) | Krakow 2017,114.68,114.68,77.73,114.7,77.73,113.85,85.03
Sticker | kennyS (Foil) | London 2018,27.98,27.98,21.14,27.98,21.14,27.98,23.73
Sticker | kennyS (Foil) | MLG Columbus 2016,425.79,425.79,66.95,217.02,66.95,214.65,79.59
Sticker | kennyS (Gold) | Berlin 2019,111.06,111.06,66.82,111.06,66.82,111.13,76.99
Sticker | kennyS (Gold) | Boston 2018,1766.63,1766.63,1210.91,1778.25,1210.91,1762.44,1706.0
Sticker | kennyS (Gold) | Katowice 2019,1572.86,1572.86,475.91,1583.21,475.91,1583.21,485.24
Sticker | kennyS (Gold) | Krakow 2017,,,1840.91,,1840.91,,2366.85
Sticker | kennyS (Gold) | London 2018,1055.09,1055.09,570.0,1055.4,570.0,1055.4,570.0
Sticker | kennyS | Atlanta 2017,30.38,30.38,28.64,30.38,28.64,29.99,29.2
Sticker | kennyS | Berlin 2019,2.44,2.44,1.59,2.46,1.59,2.45,1.43
Sticker | kennyS | Boston 2018,10.58,10.58,7.02,10.62,7.02,10.54,7.54
Sticker | kennyS | Cluj-Napoca 2015,16.99,16.99,14.69,17.89,14.69,17.76,15.22
Sticker | kennyS | Cologne 2015,17.25,17.25,12.91,17.25,12.91,17.21,14.53
Sticker | kennyS | Cologne 2016,40.63,40.63,30.95,40.89,30.95,40.53,31.79
Sticker | kennyS | Katowice 2019,8.32,8.32,5.17,8.32,5.17,8.28,5.3
Sticker | kennyS | Krakow 2017,14.6,14.6,9.82,14.6,9.82,14.61,10.66
Sticker | kennyS | London 2018,6.39,6.39,3.83,6.39,3.83,6.37,6.75
Sticker | kennyS | MLG Columbus 2016,22.35,22.35,17.55,22.35,17.55,22.35,17.92
Sticker | kensizor | Austin 2025,,,,,,,
Sticker | keshandr (Foil) | Boston 2018,42.06,42.06,27.74,42.06,27.74,39.97,39.2
Sticker | keshandr (Foil) | Krakow 2017,166.12,166.12,119.8,166.17,119.8,166.21,119.8
Sticker | keshandr (Gold) | Boston 2018,818.62,818.62,518.05,818.86,518.05,819.09,528.2
Sticker | keshandr (Gold) | Krakow 2017,,,12748.99,,12748.99,,12863.31
Sticker | keshandr | Boston 2018,6.6,6.6,4.62,6.58,4.62,6.46,6.53
Sticker | keshandr | Krakow 2017,11.1,11.1,7.98,11.1,7.98,11.09,9.32
Sticker | khaN | Austin 2025,,,,,,,
Sticker | kinqie (Foil) | Berlin 2019,0.89,0.89,0.69,0.89,0.69,0.89,0.72
Sticker | kinqie (Gold) | Berlin 2019,24.61,24.61,15.0,24.61,15.0,24.62,16.64
Sticker | kinqie | Berlin 2019,0.24,0.24,0.15,0.24,0.15,0.24,0.2
Sticker | kioShiMa (Foil) | Atlanta 2017,69.0,69.0,41.94,69.0,41.94,69.0,42.09
Sticker | kioShiMa (Foil) | Cluj-Napoca 2015,26.22,26.22,30.04,26.11,30.04,26.17,31.21
Sticker | kioShiMa (Foil) | Cologne 2015,14.27,14.27,10.5,14.27,10.5,14.22,10.93
Sticker | kioShiMa (Foil) | Cologne 2016,30.65,30.65,24.0,30.86,24.0,31.99,24.47
Sticker | kioShiMa (Foil) | Katowice 2019,7.78,7.78,5.47,7.63,5.47,7.65,5.26
Sticker | kioShiMa (Foil) | Krakow 2017,11.3,11.3,11.55,11.3,11.55,11.3,11.11
Sticker | kioShiMa (Gold) | Katowice 2019,340.97,340.97,52.77,339.67,52.77,335.47,53.81
Sticker | kioShiMa (Gold) | Krakow 2017,420.0,420.0,272.45,420.0,272.45,420.0,277.8
Sticker | kioShiMa | Atlanta 2017,6.98,6.98,4.61,6.98,4.61,6.98,4.7
Sticker | kioShiMa | Cluj-Napoca 2015,4.3,4.3,3.52,4.3,3.52,4.55,3.31
Sticker | kioShiMa | Cologne 2015,2.9,2.9,2.5,2.89,2.5,2.9,2.5
Sticker | kioShiMa | Cologne 2016,7.91,7.91,7.39,7.91,7.39,7.91,7.42
Sticker | kioShiMa | Katowice 2019,1.04,1.04,0.77,0.97,0.77,0.97,0.91
Sticker | kioShiMa | Krakow 2017,2.5,2.3,1.54,2.49,1.54,2.49,1.56
Sticker | koosta (Foil) | Cologne 2016,50.57,50.57,29.45,51.1,29.45,50.8,39.99
Sticker | koosta | Cologne 2016,27.79,27.79,12.9,27.8,12.9,27.8,22.75
Sticker | kraghen (Glitter) | Copenhagen 2024,0.04,0.04,0.02,0.04,0.02,0.04,0.03
Sticker | kraghen (Gold) | Copenhagen 2024,1.17,1.17,0.8,1.24,0.8,1.24,1.67
Sticker | kraghen (Holo) | Copenhagen 2024,0.25,0.25,0.19,0.31,0.19,0.3,0.32
Sticker | kraghen | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kye (Foil) | Austin 2025,,,,,,,
Sticker | kye | Austin 2025,,,,,,,
Sticker | kyxsan (Foil) | Austin 2025,,,,,,,
Sticker | kyxsan (Glitter) | Copenhagen 2024,0.31,0.31,0.24,0.28,0.24,0.26,0.24
Sticker | kyxsan (Glitter) | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kyxsan (Glitter) | Shanghai 2024,0.05,0.05,0.02,0.05,0.02,0.05,0.02
Sticker | kyxsan (Gold) | Copenhagen 2024,12.51,12.51,11.73,12.51,11.73,12.51,11.93
Sticker | kyxsan (Gold) | Paris 2023,2.76,2.76,1.93,2.76,1.93,2.76,1.95
Sticker | kyxsan (Gold) | Shanghai 2024,5.14,5.14,4.77,5.17,4.77,5.18,5.37
Sticker | kyxsan (Holo) | Austin 2025,,,,,,,
Sticker | kyxsan (Holo) | Copenhagen 2024,1.61,1.61,1.36,2.2,1.36,2.2,1.57
Sticker | kyxsan (Holo) | Paris 2023,0.29,0.29,0.22,0.28,0.22,0.29,0.23
Sticker | kyxsan (Holo) | Shanghai 2024,0.21,0.21,0.21,0.2,0.21,0.19,0.21
Sticker | kyxsan | Austin 2025,,,,,,,
Sticker | kyxsan | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kyxsan | Paris 2023,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | kyxsan | Shanghai 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | latto (Foil) | Austin 2025,,,,,,,
Sticker | latto (Glitter) | Copenhagen 2024,0.04,0.04,0.01,0.04,0.01,0.05,0.02
Sticker | latto (Glitter) | Rio 2022,0.13,0.13,0.05,0.12,0.05,0.12,0.17
Sticker | latto (Gold) | Copenhagen 2024,1.17,1.17,0.95,1.17,0.95,1.17,2.04
Sticker | latto (Gold) | Rio 2022,10.48,10.48,7.93,10.54,7.93,10.46,7.94
Sticker | latto (Holo) | Copenhagen 2024,0.34,0.34,0.15,0.27,0.15,0.26,0.48
Sticker | latto (Holo) | Rio 2022,1.93,1.93,1.34,1.93,1.34,1.93,1.65
Sticker | latto | Austin 2025,,,,,,,
Sticker | latto | Copenhagen 2024,0.03,0.03,0.01,0.03,0.01,0.03,0.01
Sticker | latto | Rio 2022,0.12,0.12,0.08,0.12,0.08,0.12,0.08
Sticker | lauNX (Glitter) | Rio 2022,0.12,0.12,0.06,0.12,0.06,0.12,0.08
Sticker | lauNX (Gold) | Rio 2022,5.35,5.35,3.17,5.35,3.17,5.1,4.11
Sticker | lauNX (Holo) | Rio 2022,1.2,1.2,0.78,1.2,0.78,1.2,0.9
Sticker | lauNX | Rio 2022,0.09,0.09,0.08,0.11,0.08,0.11,0.09
Sticker | loWel (Foil) | Atlanta 2017,34.12,34.12,33.99,34.32,33.99,34.01,34.11
Sticker | loWel (Foil) | Berlin 2019,0.39,0.39,0.3,0.4,0.3,0.4,0.32
Sticker | loWel (Foil) | Krakow 2017,29.82,29.82,22.34,29.99,22.34,25.72,33.55
Sticker | loWel (Gold) | Berlin 2019,8.89,8.89,7.64,8.94,7.64,8.88,7.29
Sticker | loWel (Gold) | Krakow 2017,726.15,726.15,301.32,723.4,301.32,725.23,301.32
Sticker | loWel | Atlanta 2017,7.98,7.98,5.54,8.05,5.54,7.95,5.55
Sticker | loWel | Berlin 2019,0.11,0.11,0.06,0.11,0.06,0.11,0.06
Sticker | loWel | Krakow 2017,3.53,3.53,2.66,3.53,2.66,3.53,2.69
Sticker | luken (Glitter) | Antwerp 2022,0.43,0.43,0.25,0.46,0.25,0.41,0.28
Sticker | luken (Gold) | Antwerp 2022,8.4,8.4,5.86,8.4,5.86,8.4,7.0
Sticker | luken (Holo) | Antwerp 2022,3.87,3.87,2.45,3.88,2.45,3.86,2.84
Sticker | luken | Antwerp 2022,0.08,0.08,0.03,0.08,0.03,0.08,0.04
Sticker | lux (Glitter) | Copenhagen 2024,0.05,0.05,0.04,0.05,0.04,0.05,0.05
Sticker | lux (Glitter) | Shanghai 2024,0.09,0.09,0.05,0.08,0.05,0.08,0.14
Sticker | lux (Gold) | Copenhagen 2024,1.2,1.2,0.8,1.2,0.8,1.2,0.84
